id,question,answer,wrong1,wrong2,wrong3,source,difficulty
1956,Which of these popular games relies on bluffing?,Balderdash,Outburst,Pictionary,Scattergories,us,6
1957,Which of these rocks will float in water?,pumice,granite,limestone,shale,us,6
1958,Who is considered the owner of a 'publicly held' company?,the stockholders,the CEO,the president,the government,us,6
1959,Who is the mythological Roman goddess of flowers?,Flora,Diana,Echo,Niobe,us,6
1960,Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Romano,Ray Liotta,Ray Parker Jr.,Sugar Ray Leonard,us,6
1961,Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,us,6
1962,Who wrote musicals with Oscar Hammerstein II?,Richard Rodgers,Rogers Hornsby,Gilbert O' Sullivan,George Rogers Clark,us,6
1963,"According to the Mother Goose nursery rhyme, which child is full of woe?",Wednesday's child,Monday's child,Thursday's child,Saturday's child,us,7
1964,Ada Lovelace is credited with being the first person to have made what?,a computer program,a souffle,a brassiere,a mystery novel,us,7
1965,"Excluding wisdom teeth, how many adult teeth do humans have?",28,32,35,40,us,7
1966,"From 1971 to 1997, the Democratic Republic of Congo was known as what?",Zaire,Angola,Rhodesia,Belgian Congo,us,7
1967,"In 1960, Nazi official Adolph Eichmann was finally captured in what country?",Argentina,Brazil,East Germany,Paraguay,us,7
1968,In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,American flag,peace symbol,two white doves,Harley-Davidson logo,us,7
1969,In the novel 'Around the World in 80 Days' Phileas Fogg's faithful valet is named what?,Passepartout,Sancho Panza,Renfield,Savoir Faire,us,7
1970,In the novel 'The Adventures of Tom Sawyer' what is the name of Tom's sweetheart?,Becky Thatcher,Polly Finn,Nancy Drew,Emma Bovary,us,7
1971,In what decade was the Hula-Hoop invented?,1950s,1890s,1920s,1970s,us,7
1972,In what war did Joan of Arc fight?,Hundred Years' War,Franco-Prussian War,French Revolution,French and Indian War,us,7
1973,The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,us,7
1974,The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,us,7
1975,What city did the Beatles originally call home?,Liverpool,London,Leeds,Manchester,us,7
1976,What city's residents are known as 'Knickerbockers'?,New York City,Boston,Philadelphia,London,us,7
1977,What corporation was founded by a candlemaker and a soapmaker?,Procter & Gamble,Simon & Schuster,Johnson & Johnson,Smith & Wesson,us,7
1978,What is considered the proper way to address a duke?,'Your Grace','Your Majesty','Your Eminence','Your Excellency',us,7
1979,What is New Mexico's nickname?,'Land of Enchantment','The Desert State','Gateway to Paradise','The Garden State',us,7
1980,What is the birthstone for the month of January?,garnet,topaz,opal,diamond,us,7
1981,What is the name of the South African political party that was headed by Nelson Mandela?,African National Congress,South African Democrats,Inkatha Freedom Party,Aryan National Assembly,us,7
1982,What is the normal playback speed of a 12 inch long-playing record?,33 1/3 rpm,12 1/2 rpm,45 rpm,100 rpm,us,7
1983,"What literary work is the source of the quote 'Abandon every hope, all you who enter here'?",'The Divine Comedy','Paradise Lost','The Wizard of Oz','Beowulf',us,7
1984,What native empire controlled Large areas of South African Territory during the 19th century?,Zulu,Hutu,Aztec,Masai,us,7
1985,What rank entitles a general in the US Army to wear three stars?,lieutenant general,brigadier general,corporal general,major general,us,7
1986,What was the birth name of civil rights leader Malcolm X?,Malcolm Little,Michael Brown,Malcolm Lincoln,Michael Lloyd,us,7
1987,What were the first names of the early American explorers Lewis and Clark?,Meriwether and William,Morgan and Mason,Cabot and Joseph,Meredith and George,us,7
1988,"When it's noon in New York during daylight-saving time, what time is it in Honolulu?",6:00 a.m.,6:30 a.m.,7:00 a.m.,8:00 a.m.,us,7
1989,Where is Ghirardelli Square located?,San Francisco,Milan,Rome,Washington DC,us,7
1990,Where was the chicken first domesticated?,India,France,Peru,Zaire,us,7
1991,Which famed modeling agency shares its name with a top U.S. automaker?,Ford,Chevrolet,Chrysler,Saturn,us,7
1992,Which of the following is about the Watergate scandal?,'All the President's Men','All the King's Men','All the Pretty Horses','All the Right Moves',us,7
1993,Which of these companies is not an online stock brokerage?,EDigital,E*Trade,Datek Online,DLJ Direct,us,7
1994,Which of these foods could contain small amounts of naturally occurring opium?,poppy seed bagels,chocolate truffles,carbonated soda,sesame chicken,us,7
1995,Which of these horror films spawned the most sequels?,'Friday the 13th','Scream','Jaws','Halloween',us,7
1996,Which of these household pets should be vaccinated for parvovirus?,dog,hamster,cat,bird,us,7
1997,Which of these names has never belonged to a Pope?,Lawrence,Leo,Lando,Linus,us,7
1998,Which of these places is known for art auctions?,Sotheby's,Shelby's,Nickleby's,Gatsby's,us,7
1999,Which of these snakes is poisonous?,copperhead,anaconda,boa constrictor,python,us,7
2000,Which of these songs was a Top 10 hit for the rock band The Police?,"'De Do Do Do, De Da Da Da'",'Radio Ga-Ga',"'Ob-la-di, Ob-la-da'",'In-a-Gadda-Da-Vida',us,7
2001,Which of these stores is not owned by Gap Inc?,J Crew,Gap,Banana Republic,Old Navy,us,7
2002,Which one of these World War II leaders was not at the Yalta Conference?,Mussolini,Stalin,Churchill,Roosevelt,us,7
2003,Which 'Rocky' film features Mr. T?,'Rocky III','Rocky II','Rocky IV','Rocky ',us,7
2004,Who co-founded Microsoft with Bill Gates?,Paul Allen,Steve Jobs,Steve Wozniak,Paul Williams,us,7
2005,Who is the creator of the comic strip 'The Far Side'?,Gary Larson,Jim Davis,Garry Trudeau,Charles Schulz,us,7
2006,Who is the star of the movie 'Casablanca'?,Humphrey Bogart,Errol Flynn,Clark Gable,Cary Grant,us,7
2007,Who kills Tony at the end of the film 'West Side Story'?,Chino,Riff,Bernardo,He kills himself.,us,7
2008,Who or what was Big Bertha?,a World War I gun,a comet,a pro wrestling champion,a giant Muppet,us,7
2009,Who was the first American in space?,Alan Shepard,John Glenn,Buzz Aldrin,Neil Armstrong,us,7
2010,Who was the first First Lady to run for political office?,Hillary Clinton,Rosalynn Carter,Bess Truman,Eleanor Roosevelt,us,7
2011,Who was the mother of the Greek god Zeus?,Rhea,Gaia,Phoebe,Hera,us,7
2012,Who were the Know-Nothings?,a political party,a '60's comedy troupe,computer designers,a spy ring,us,7
2013,"According to the Bible, Moses and Aaron had a sister named what?",Miriam,Jochebed,Ruth,Leah,us,8
2014,"Each year in pro baseball, the player voted as the best fielder at his position wins what?",the Gold Glove,a brand new car,the Silver Bat,the Brass Baseball,us,8
2015,How many spikes are on the Statue of Liberty's crown?,seven,five,nine,thirteen,us,8
2016,How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,us,8
2017,"If a ring has the number 925 stamped into it, it is most likely made of what material?",silver,platinum,gold,steel,us,8
2018,"In ice hockey, which of the following is not a penalty?",carving,hooking,charging,butt-ending,us,8
2019,In the film 'The Talented Mr. Ripley' who plays Mr. Ripley?,Matt Damon,Jude Law,Dustin Hoffman,Ben Affleck,us,8
2020,In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,a shaker of salt,a lime,his car keys,the bartender,us,8
2021,"On Valentine's Day 2000, NASA's NEAR spacecraft began a yearlong orbit of what asteroid?",Eros,Cupid,Aphrodite,Venus,us,8
2022,The first sound recording to be made and reproduced was a recitation of what nursery rhyme?,'Mary Had a Little Lamb','Humpty Dumpty','Jack Be Nimble',"'Home, Sweet Home'",us,8
2023,What chemical do people frequently use to bleach hair?,hydrogen peroxide,folic acid,sodium chloride,nitrous oxide,us,8
2024,What children's TV character is known as 'Da Niao' in China?,Big Bird,Barney,Mickey Mouse,Tinky Winky,us,8
2025,What city's airport uses the code ORD?,Chicago,Orlando,New York City,Portland,us,8
2026,What famous radio personality was also the voice of Shaggy on the cartoon Scooby-Doo'?,Casey Kasem,Rush Limbaugh,Larry King,Howard Stern,us,8
2027,What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,us,8
2028,What is the most popular month for weddings in America?,August,January,May,November,us,8
2029,What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,us,8
2030,What is the oldest continuously run sporting event in the United States?,Kentucky Derby,Westminster Dog Show,Boston Marathon,Indianapolis 500,us,8
2031,What is the oldest permanent European settlement in the United States?,"St. Augustine, Florida","Plymouth, Massachusetts","Newport News, Virginia","Charlotte, North Carolina",us,8
2032,What is the traditional 20th wedding anniversary gift?,china,paper,leather,silver,us,8
2033,What is your hallux?,big toe,earlobe,tongue,eyelid,us,8
2034,What popular toy is featured in the film 'The Hudsucker Proxy'?,Hula Hoop,Beanie Babies,Lincoln Logs,Lite Brite,us,8
2035,What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Hulk Hogan,Dolph Lundgren,Andre the Giant,The Iron Sheik,us,8
2036,What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,us,8
2037,What was the original name of the Apple Macintosh XL computer?,Lisa 2,Mac Daddy,Granny Smith,Orange XL,us,8
2038,What was the title of Beethoven's only completed opera?,'Fidelio','Faust','The Silence','Immortal Beloved',us,8
2039,Which of the Three Stooges was not related to the others?,Larry,Moe,Curly,Shemp,us,8
2040,Which of these is another name for a golf course?,Links,Pitch,Steps,Suite,us,8
2041,Which of these is not a city in the state of New York?,Perskippity,Kerhonkson,Schenectady,Lackawanna,us,8
2042,Which of these performers made her film debut in Spike Lee's 'Do the Right Thing'?,Rosie Perez,Jennifer Lopez,Paula Abdul,Tisha Campbell,us,8
2043,Which of these refers to an alcoholic drink laced with a knockout drug?,Mickey Finn,Zombie,Kamikaze,Molotov cocktail,us,8
2044,Who was the English king at the time of the American Revolution?,George III,Charles I,James I,Edward III,us,8
2045,Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Bobby Riggs,Jimmy Connors,Pete Sampras,John McEnroe,us,8
2046,"At the equator, how fast is the earth's surface turning?",about 1000 miles per hour,about 100 miles per hour,about 500 miles per hour,about 2000 miles per hour,us,9
2047,How are actors Charlie Sheen and Emilio Estevez related?,they're brothers,they're cousins,they're father and son,they're uncle and nephew,us,9
2048,How many states were in the Confederate States of America?,11,13,16,22,us,9
2049,"If you are watching a Shavian play, who is the author?",George Bernard Shaw,Shakespeare,Aeschylus,Anton Chekhov,us,9
2050,"In 1986, Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' over what body of water?",Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,us,9
2051,In the 1976 remake of the classic film 'King Kong' what New York landmark does the giant ape climb?,World Trade Center,Statue of Liberty,Empire State Building,Chrysler Building,us,9
2052,"In the original 'Get Smart' TV series, what is agent Maxwell Smart's code name?",Agent 86,Agent 99,Larrabee,The Chief,us,9
2053,In what year did the United States last win an Olympic gold medal in men's ice hockey?,1980,1976,1984,1988,us,9
2054,In which of the following bands did Jimmy Page not play guitar?,Bad Company,The Firm,Led Zeppelin,The Yardbirds,us,9
2055,The 'Arkansas toothpick' is better known by what name?,Bowie knife,Scottie Pippen,spare rib,pinkie finger,us,9
2056,What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,us,9
2057,What is the approximate speed of light?,"186,000 miles per second",165 miles per hour,"122,000 miles per hour","293,000 miles per second",us,9
2058,What is the meaning of 'Betelgeuse' the name of the brightest star in the constellation Orion?,armpit of the giant,blossom on a shield,eye of the archer,the lion's mane,us,9
2059,What Native American tribe did chief Crazy Horse lead?,Sioux,Apache,Comanche,Iroquois,us,9
2060,What New Age musician released a 1998 album titled 'King of the Pan Flute'?,Zamfir,Yanni,Vangelis,Kenny G,us,9
2061,What substance was used for blood in the famous shower scene from the movie Psycho'?,chocolate syrup,tomato juice,red wine,ketchup,us,9
2062,What U.S. president is mentioned by name in the opening theme song of TV's All in the Family'?,Herbert Hoover,Calvin Coolidge,Harry Truman,Richard Nixon,us,9
